gene,mis_z,lof_z,syn_z,oe_mis,oe_lof,label
FAM118A,0.94846,1.5554,-0.40264,0.81896,0.57554,6.3156e-05
LIPK,0.13725,1.5522,-0.27551,0.97265,0.61942,1.7565e-06
C9orf78,1.8214,1.5535,-0.25073,0.6095,0.59208,1.9212e-05
PIK3R3,0.044445,1.5417,1.5921,0.99209,0.68427,3.3583e-10
KLKB1,0.69961,1.5383,-1.616,0.89295,0.71372,6.2893e-13
DDX60L,0.11422,1.5046,-0.43401,0.98853,0.82034,1.0665e-38
HHLA2,0.57317,1.546,1.7669,0.89071,0.6206,1.7284e-06
PPA1,0.83679,1.5526,0.54101,0.81305,0.59226,1.917e-05
YDJC,1.4108,1.5727,2.1051,0.72101,0.38891,0.062374
TMC4,1.0692,1.5332,0.4829,0.8508,0.71934,1.7195e-13
COL21A1,0.80882,1.5157,-1.1348,0.89505,0.77974,5.2336e-24
SLC9B1,0.87362,1.5445,1.1438,0.84678,0.63239,5.1677e-07
DPYD,-0.21667,1.519,-0.37444,1.0259,0.77223,3.3686e-22
P4HTM,1.5426,1.5393,0.23272,0.76179,0.67018,3.9204e-09
KBTBD11,0.50716,1.5726,-2.5958,0.89665,0.38895,0.062354
ZNF416,0.89412,1.5813,-0.38494,0.85642,0.2128,0.36706
TTC29,-0.39881,1.5402,-0.37573,1.0738,0.66194,1.3375e-08
ZXDC,1.3767,1.5391,-1.0382,0.81491,0.67773,1.1449e-09
DBH,-1.1313,1.5397,-0.81594,1.1639,0.68461,3.3352e-10
BTC,-0.1256,1.5718,0.1221,1.0353,0.38912,0.062276
TMPO,-0.60844,1.545,-3.1744,1.0914,0.64275,1.5453e-07
CDC6,0.60608,1.5404,0.5417,0.89875,0.6775,1.1499e-09
RSL1D1,-1.6115,1.5445,-3.1636,1.2852,0.63239,5.1679e-07
C16orf54,0.45223,1.5808,-0.20575,0.87583,0.21289,0.36686
ACTR5,0.40541,1.5365,-1.2527,0.93727,0.67817,1.1352e-09
PPP1R3A,-0.29981,1.5244,-1.1012,1.0361,0.73763,9.3122e-16
PALB2,0.27604,1.5174,-0.73298,0.96793,0.75888,3.0379000000000004e-19
BMF,0.54083,1.5621,1.6546,0.8496,0.47851,0.006758
NUDCD1,0.50219,1.5301,0.38504,0.9189,0.6988,2.6721e-11
FAM71C,-0.40173,1.5756,-0.62344,1.096,0.31993,0.16671
CCBE1,-0.69064,1.5418,-0.48174,1.1267,0.64334,1.5315e-07
DIS3,0.69306,1.5128,-0.46871,0.91302,0.77053,1.2693999999999998e-21
TMEM209,0.7462,1.5295,0.52959,0.87969,0.71509,6.0536e-13
PLA2G4C,0.17441,1.5278,-1.0023,0.97206,0.72017,1.6781e-13
BLZF1,0.41448,1.5387,1.307,0.92047,0.63346,5.0879e-07
FKBP3,-0.016165,1.5539,-0.2615,1.0043,0.53598,0.00066025
TTC22,1.0967,1.5418,2.1679,0.81931,0.62139,1.7098e-06
ESR2,0.40547,1.5344,-2.6387,0.93666,0.65421,4.4516e-08
ZNF614,0.2725,1.5371,0.092002,0.95641,0.64418,1.5117e-07
ZPLD1,-0.24193,1.5341,-1.0853,1.0439,0.65426,4.448e-08
HACL1,-0.043573,1.5256,0.064464,1.0069,0.70524,7.4827e-12
NKIRAS2,1.0299,1.5594,-0.65265,0.73884,0.4791,0.0067229
GEMIN4,-0.46765,1.5234,-1.3671,1.054,0.71603,5.8966e-13
MEIS3,0.16541,1.5291,-0.54418,0.97058,0.67194,3.7957e-09
BSCL2,0.26041,1.5264,-0.45015,0.95454,0.67988,1.0981e-09
TPD52L2,-0.0083793,1.5477,0.14106,1.0021,0.55864,0.00020188
FGL2,0.58498,1.5436,0.31819,0.89145,0.5779,6.1472e-05
RASSF2,0.89964,1.537,0.2471,0.82089,0.63378,5.0648e-07
LAMB4,-0.14592,1.4772,1.2885,1.0132,0.83001,1.614e-42
ECE2,0.18985,1.5024,-0.40418,0.97687,0.7719,1.1756e-21
KCTD12,0.76194,1.5661,-2.5381,0.83709,0.39036,0.061693
MTFMT,-0.46186,1.5342,-0.38087,1.0929,0.64471,1.4994e-07
KCNN4,1.6232,1.5341,0.75452,0.72145,0.63431,5.0256e-07
MRPL33,0.37313,1.5771,-0.4219,0.82579,0.21354,0.3655
EMC1,1.3519,1.4928,1.5382,0.84271,0.78902,6.7281e-26
PTF1A,0.50823,1.5711,-1.0824,0.85872,0.32089,0.16565
SCEL,0.28634,1.501,1.4637,0.95674,0.7695,4.5807e-21
HARBI1,0.36547,1.5447,-1.1503,0.92866,0.53791,0.00064751
CREB3,0.039209,1.5374,-0.2682,0.99211,0.59523,1.8489e-05
CX3CR1,1.0803,1.563,-0.94423,0.78797,0.39105,0.061371
NHLRC3,0.29318,1.5371,0.54579,0.93887,0.59528,1.8477e-05
PWP1,1.2755,1.5102,-0.09157,0.78422,0.71305,1.9862e-12
RPS20,1.0486,1.5586,-2.4734,0.66345,0.44131,0.020686
F11R,0.95096,1.5374,0.57238,0.7986,0.59524,1.8487e-05
SYTL2,-1.2026,1.4908,0.8393,1.1338,0.77086,4.257199999999999e-21
SLC45A2,-1.1109,1.5311,-1.2752,1.1817,0.6234,1.6634e-06
NEIL1,-0.25895,1.5295,-1.5623,1.0463,0.63516,4.9641e-07
MSX1,0.27793,1.569,-1.4469,0.93968,0.32133,0.16517
NBN,0.60915,1.5002,-0.6761,0.91175,0.74489,2.1838e-16
SELL,0.31982,1.5294,0.16979,0.93496,0.63519,4.9624e-07
POMGNT2,0.95483,1.5338,-0.38722,0.86125,0.61018,5.5559e-06
CRIP3,0.063868,1.5453,-0.35673,0.98331,0.53777,0.00064839
FXYD5,0.16985,1.5485,-0.20893,0.95356,0.51189,0.0020871
AHNAK2,-12.234,1.545,-22.182,1.6192,0.53784,0.00064799
G6PC,0.2658,1.5355,-1.5816,0.94607,0.5956,1.8404e-05
COQ9,-0.21628,1.5315,0.18343,1.046,0.61061,5.5253e-06
MAN2B2,-0.25655,1.485,0.44193,1.0279,0.7791,6.557e-23
CYP51A1,0.78819,1.5237,-0.076433,0.86645,0.64661,1.4563e-07
RPL36A-HNRNPH2,0.95053,1.5737,-0.57861,0.60637,0.21414,0.36425
CTSH,0.53528,1.5183,-0.88011,0.89095,0.66577,1.2518e-08
CACNA2D4,0.75241,1.4655,0.40683,0.919,0.81561,1.4894e-34
ATP8B3,-0.30023,1.4774,-1.3842,1.0301,0.79291,1.4666e-26
SNRNP27,1.7568,1.5381,1.3176,0.51649,0.56061,0.00019763
UNC50,0.9408,1.5378,0.20952,0.77472,0.56066,0.00019753
GHSR,0.19043,1.5484,-1.2625,0.96387,0.48147,0.0065825
POTEF,-2.7419,1.5262,-3.187,1.3758,0.61164,5.4522e-06
STAC,0.30412,1.5185,-1.5054,0.94253,0.64757,1.435e-07
LOXHD1,1.379,1.4703,1.6051,0.85098,0.79182,5.5941e-26
POLR1D,0.16851,1.5718,0.98728,0.94491,0.21446,0.36357
DNTT,-0.46636,1.5047,-0.016523,1.0769,0.69046,2.9548e-10
LIMD2,0.61516,1.564,0.65144,0.80299,0.32238,0.16402
TRIM5,-0.47489,1.5307,-0.4628,1.0816,0.58049,5.9675e-05
COL6A6,0.41863,1.4356,1.6268,0.96658,0.8393,8.4528e-46
GSTM1,1.5173,1.5431,2.3663,0.60772,0.51306,0.0020641
GALNS,-0.43458,1.5053,-2.8962,1.0703,0.69036,2.9611e-10
SLC7A2,-1.408,1.4956,-1.9637,1.1986,0.7044,2.3434e-11
UBQLN3,-1.2097,1.5254,-1.3207,1.1777,0.5976,1.7965e-05
SCN10A,-0.68152,1.4419,-1.9341,1.0583,0.82473,9.945699999999999e-38
TMPRSS4,0.34689,1.506,0.33487,0.93919,0.66794,1.2055e-08
SLC9A8,1.6193,1.5008,-0.62722,0.75692,0.69112,2.9146e-10
SFI1,-0.54318,1.4325,0.026713,1.057,0.83672,5.936899999999999e-44
FAM161A,-0.49495,1.4906,0.010976,1.0733,0.72117,5.1034e-13
HMCN2,1.0673,1.4872,1.6406,0.85521,0.71669,1.8027e-12
EPB41L4A,-1.2623,1.4643,-1.54,1.1818,0.77441,3.5133e-21
PEX13,-0.29671,1.5254,-0.57425,1.0566,0.58155,5.8959e-05
PMS1,0.62453,1.4759,1.6062,0.91974,0.75531,1.3178e-17
SOSTDC1,0.66123,1.561,-0.78092,0.82887,0.32301,0.16334
EFCAB3,0.75929,1.5018,-0.62135,0.86332,0.67666,3.4807e-09
TRMT61B,-0.644,1.5068,-0.45061,1.1139,0.65915,4.107e-08
RIMKLA,1.2193,1.5321,1.6252,0.76305,0.54054,0.00063057
TLR10,0.23724,1.5017,3.1022,0.9668,0.67669,3.4787e-09
ZNF302,-0.51063,1.5289,-2.5179,1.0989,0.5625,0.00019368
ZNF441,1.5597,1.5686,-0.31742,0.77162,0.21503,0.3624
ABT1,0.17351,1.5481,-0.57625,0.96493,0.44362,0.020296
MED27,1.2645,1.5196,0.030044,0.73371,0.59874,1.7718e-05
TRDN,-0.077011,1.4562,0.08146,1.0127,0.77804,8.3569999999999995e-22
ANXA4,0.85529,1.5006,0.61667,0.82697,0.6689,1.1858e-08
C1orf198,0.79908,1.5313,1.4104,0.83825,0.54072,0.00062943
INHA,0.44649,1.5397,-1.9675,0.91377,0.48338,0.0064728
EDN2,0.12899,1.5525,0.78894,0.96568,0.39334,0.060323
BHLHB9,0.47379,1.5469,1.9661,0.90544,0.4439,0.02025
PARD6A,1.6935,1.5396,1.0391,0.68916,0.48339,0.0064719
DBR1,0.79139,1.4986,0.31234,0.86897,0.66925,1.1785e-08
C7orf31,-0.23203,1.4902,0.19832,1.0369,0.69929,8.0549e-11
KRT75,-0.96602,1.5012,-1.7236,1.153,0.66014,4.041e-08
HYAL1,0.31506,1.5229,0.0052645,0.94569,0.56374,0.00019112
APOBEC3H,0.019102,1.5324,-0.63419,0.99524,0.51535,0.00202
ENTPD4,-0.72285,1.468,-0.65806,1.1066,0.74958,1.8146e-16
TM2D2,0.47978,1.5375,0.41894,0.87663,0.48386,0.0064454
TM7SF2,0.40412,1.5009,0.33939,0.92637,0.65078,1.366e-07
NLRP7,-0.50958,1.4672,-2.8076,1.0596,0.74971,1.8058e-16
BOK,0.13573,1.5586,-0.65771,0.96471,0.32353,0.16279
CORO7,-0.19437,1.4443,-1.0673,1.0227,0.79309,1.8292000000000002e-25
HLA-C,0.13485,1.5087,0.1574,0.97305,0.62766,1.5695e-06
PGP,1.3033,1.5579,-1.1496,0.69185,0.32368,0.16263
TCHP,0.21954,1.4669,0.48488,0.96413,0.74975,1.8026e-16
MICU3,0.21923,1.4947,-1.8026,0.95997,0.6779,3.4019e-09
C4orf47,1.235,1.5253,0.016464,0.70886,0.54199,0.00062148
NFATC2IP,0.64045,1.5125,1.4184,0.87752,0.60015,1.742e-05
ZMAT3,0.77784,1.521,1.0593,0.83022,0.56413,0.00019034
RALB,1.8605,1.5419,0.051819,0.51496,0.44501,0.020067
CNGB3,-1.1774,1.4551,-0.61853,1.1622,0.76453,7.772300000000001e-19
HP,0.013453,1.511,-0.49865,0.9974,0.60044,1.736e-05
CEP78,-0.58003,1.4774,1.7125,1.087,0.71299,6.1656e-12
TRMT2B,1.0304,1.5007,-0.1878,0.79024,0.64052,4.5938e-07
SSH3,0.59988,1.4674,0.46062,0.91612,0.73394,3.4726e-14
SYT12,0.30665,1.512,0.31811,0.94828,0.60023,1.7402e-05
ZNF461,0.56965,1.4941,1.5061,0.90592,0.66143,3.9571e-08
WBP4,0.23726,1.4958,-0.46952,0.95023,0.66112,3.9769e-08
PDE6D,1.6012,1.5357,0.15669,0.51703,0.48426,0.006423
ARHGEF16,0.45611,1.4724,-0.33717,0.93866,0.72402,4.7056e-13
ZNF771,2.0581,1.5485,-1.3959,0.45035,0.39424,0.05992
CSAD,0.38376,1.4739,1.4645,0.93947,0.71355,6.0781e-12
CAMLG,0.64507,1.5229,0.18201,0.85883,0.5425,0.00061836
CAPN8,0.84448,1.4645,1.31,0.87949,0.72995,1.2513e-13
APOBEC3F,-1.2869,1.4957,-2.8215,1.2435,0.65174,1.346e-07
FUNDC2,0.36308,1.5475,0.77346,0.87839,0.39446,0.059823
HPS3,0.15992,1.44,-0.37799,0.98055,0.7777,2.9432999999999997e-21
CCDC57,0.45062,1.4593,1.7414,0.94008,0.74721,6.5038e-16
TM9SF1,2.0764,1.4612,0.16885,0.73395,0.74311,2.4599e-15
RHOJ,0.48434,1.5339,0.78055,0.88072,0.48464,0.0064012
FAM110A,0.64077,1.5645,1.7768,0.86321,0.21576,0.36091
SLC35B1,0.78988,1.5096,0.25976,0.8306,0.60072,1.7301e-05
HOXB4,0.55001,1.547,0.16126,0.86054,0.39456,0.059777
PODN,0.78247,1.4851,-0.61924,0.88976,0.68692,9.5675e-10
C3orf38,0.25546,1.519,-0.46726,0.94636,0.54332,0.00061331
CMTM8,0.071815,1.5454,0.62735,0.97979,0.39492,0.059614
AIF1L,0.29855,1.5317,0.29113,0.91091,0.48513,0.0063739
ZCCHC10,-0.017569,1.5459,-0.00038573,1.0054,0.3948,0.059669
VKORC1,0.30505,1.5534,0.53714,0.91112,0.32462,0.16163
COG6,-0.18392,1.4552,0.53761,1.0272,0.74782,6.3567e-16
JUN,1.193,1.5454,-1.1862,0.75517,0.39491,0.05962
MATN4,1.1235,1.4852,2.0503,0.8426,0.67162,1.1311e-08
GPALPP1,-0.029705,1.5077,0.95211,1.0063,0.6011,1.7222e-05
NPY5R,0.7341,1.5313,0.43407,0.8626,0.48523,0.0063686
SNAPC3,-1.0304,1.4968,-1.2228,1.2037,0.64125,4.5455e-07
TREH,0.44303,1.4574,0.34623,0.9293,0.73968,8.9579e-15
MAP3K19,0.76032,1.4326,-0.023453,0.91762,0.78362,1.7573999999999998e-22
CALB2,0.20143,1.4966,-1.4315,0.95492,0.6413,4.5423e-07
CREB3L4,0.0051118,1.5025,1.2598,0.99903,0.61624,5.1401e-06
PCDHAC1,-0.0054314,1.4734,1.4016,1.0007,0.70209,7.5673e-11
COA7,0.67242,1.5461,0.026166,0.83232,0.39476,0.059686
HAUS8,0.17092,1.4965,-0.29546,0.96851,0.62998,1.5207e-06
CDK7,1.9388,1.4908,0.46739,0.5922,0.64237,4.4725e-07
DYNLRB1,0.84464,1.5528,-0.70261,0.69438,0.32477,0.16147
ZWILCH,-0.38722,1.4553,-0.62567,1.0631,0.73139,1.198e-13
EARS2,0.10769,1.4832,-0.45094,0.98274,0.67199,1.1238e-08
TSPAN17,0.92373,1.494,0.25055,0.81348,0.63045,1.511e-06
FGA,-0.67028,1.4597,-1.1165,1.0882,0.73069,1.2236e-13
STAP1,0.025063,1.5021,-1.1569,0.99435,0.60221,1.6993e-05
EGR4,-0.13568,1.5296,-3.9007,1.0226,0.48559,0.0063486
NOMO1,0.51721,1.4317,-1.1867,0.93399,0.77073,1.7020000000000002e-19
BCAT1,-0.22083,1.4802,-0.28826,1.0432,0.66393,3.7984e-08
SYCE3,0.73597,1.5708,0.74334,0.70929,0.0,0.5999
SLC22A11,0.23847,1.4833,0.047942,0.96416,0.65403,1.2995e-07
SMPD4,0.85725,1.4326,-1.4204,0.89517,0.7706,1.7125e-19
GEMIN2,-0.11997,1.4912,-0.40607,1.0279,0.63099,1.4999e-06
MARVELD1,1.2134,1.5609,0.42019,0.64575,0.21641,0.35958
HTR5A,0.18092,1.5248,-0.22854,0.96747,0.48664,0.0062906
CCDC34,-0.26327,1.4924,0.45181,1.0538,0.6182,5.013e-06
GABRE,-0.072032,1.5065,0.6053,1.0141,0.56713,0.00018436
STX7,0.81095,1.4936,-0.239,0.8048,0.61797,5.0273e-06
METTL1,0.23925,1.5179,-0.20689,0.94769,0.51847,0.001962
ERMARD,-0.32001,1.4383,-0.39849,1.047,0.75033,5.7789e-16
MRPS18B,-0.16085,1.5031,-0.81025,1.0356,0.58608,5.6012e-05
NBL1,1.5211,1.5393,0.67777,0.61875,0.39628,0.059018
SLC30A7,0.46706,1.4852,-0.43498,0.90721,0.64343,4.4049e-07
MYL10,-0.096324,1.5224,-0.47678,1.0244,0.48718,0.0062611
FANCI,-1.351,1.3731,-1.7781,1.1491,0.82993,8.9116e-37
SPHK2,1.3153,1.478,-0.29014,0.82258,0.65501,1.28e-07
TREM1,0.084414,1.5238,0.36139,0.97922,0.48688,0.0062776
ERAL1,0.35782,1.4669,1.0564,0.93467,0.68276,3.1095e-09
CD34,0.77252,1.4904,0.45375,0.84862,0.61859,4.9881e-06
CCDC86,0.48451,1.4936,-0.23684,0.90791,0.6039,1.6652e-05
THNSL2,0.088127,1.4868,-0.42625,0.9851,0.63184,1.4828e-06
VSIG10L,2.233,1.4721,2.4002,0.68797,0.67396,1.086e-08
CEBPB,0.89729,1.5568,-1.7592,0.76913,0.21714,0.35809
ATP10B,-0.088624,1.3821,-0.12104,1.0087,0.81504,1.4073000000000001e-30
ELP3,1.8306,1.4388,0.35332,0.7121,0.73835,3.0115e-14
HDGFL1,0.44954,1.5358,0.17716,0.9016,0.39705,0.058681
ENPP3,0.074395,1.4018,-0.49088,0.99032,0.79001,3.468e-23
PLCZ1,-0.60777,1.4448,-0.75595,1.0969,0.72348,1.5016e-12
TAF1B,0.77469,1.4353,-0.2647,0.87295,0.74305,7.9823e-15
ARTN,1.2174,1.5563,0.4367,0.62998,0.21723,0.35793
TBCA,0.59509,1.5464,0.69022,0.77959,0.32613,0.16004
PIGN,0.41579,1.4055,-0.3518,0.94399,0.78236,2.2899999999999997e-21
TRMT10B,0.29848,1.4857,-0.22455,0.93394,0.61952,4.9293e-06
DCHS2,-0.49729,1.338,-1.0477,1.036,0.8502,7.4152e-47
ALKBH1,0.053489,1.483,0.85923,0.99006,0.62005,4.8961e-06
PPP1R11,1.8957,1.556,0.9747,0.4403,0.21729,0.35781
CDR2,0.85264,1.4763,-1.5197,0.84757,0.64511,4.299e-07
CRIP2,0.0045622,1.4982,-0.81511,0.99898,0.56887,0.00018101
PSMA8,0.36811,1.4948,-0.12184,0.91188,0.58778,5.4953e-05
GFAP,0.92945,1.4809,2.283,0.8427,0.63298,1.4601e-06
VAX2,-0.64997,1.5453,0.15821,1.1477,0.32635,0.15981
EML2,0.13055,1.4102,-0.20187,0.98362,0.77086,5.763300000000001e-19
SH2D3A,1.0479,1.4656,1.1547,0.84595,0.6666,3.6368e-08
SPPL2C,0.19286,1.5005,0.41472,0.97359,0.5684,0.00018192
CRB3,0.2805,1.5561,0.35413,0.90238,0.21727,0.35784
ABCC6,-1.0878,1.3596,-1.0853,1.1058,0.82767,5.6167e-35
UBIAD1,1.119,1.5268,-1.8905,0.76474,0.44836,0.019529
NAA20,1.3139,1.5174,-0.55177,0.63466,0.48827,0.0062021
SLC50A1,0.93157,1.5087,0.39305,0.7669,0.52047,0.0019259
GNAT3,0.25703,1.4859,0.0858,0.94392,0.60544,1.6347e-05
C2,1.123,1.4175,1.0587,0.84693,0.75701,1.3494e-16
DNAJB2,0.72142,1.4907,-0.054726,0.85748,0.58861,5.444e-05
PON2,0.75537,1.49,-0.34316,0.84275,0.58876,5.4352e-05
ANKDD1B,1.537,1.4756,2.5674,0.69064,0.63399,1.4401e-06
CCDC125,0.35279,1.4533,1.5809,0.93879,0.6924,8.5885e-10
ZNF485,0.71623,1.4923,-0.97537,0.86909,0.58828,5.4641e-05
EPS8L1,0.032749,1.4237,-0.53079,0.99561,0.74876,2.0053e-15
AGXT,-0.26789,1.4648,-0.63955,1.0476,0.65744,1.2332e-07
LMO2,1.3448,1.541,0.36547,0.61643,0.32729,0.15884
LIN28A,0.7143,1.5223,0.1481,0.82137,0.44938,0.019369
C17orf80,-0.39851,1.4639,-1.4471,1.0627,0.65762,1.2297e-07
ELP4,-0.30045,1.4633,-0.45572,1.0558,0.65773,1.2277e-07
C12orf49,0.74863,1.5141,-0.13402,0.81036,0.48901,0.0061628
SECISBP2,0.0051958,1.4059,-2.2266,0.9993,0.76848,2.1874e-18
ZNF420,1.7682,1.4363,0.22573,0.7408,0.71416,1.8575e-11
PPL,-3.6562,1.3275,-4.8561,1.3144,0.84482,1.5145e-42
SEMG1,-0.56989,1.5537,-1.7887,1.1035,0.2177,0.35697
CEND1,-0.1899,1.5643,-0.81799,1.057,0.0,0.59751
ERN2,-0.29475,1.3784,0.080652,1.0348,0.7953,7.1766e-24
CNRIP1,0.54924,1.5405,-0.67433,0.83964,0.32739,0.15874
TTLL8,0.35161,1.4162,0.28044,0.95448,0.74598,7.2171e-15
MYH8,0.34953,1.2959,-0.6822,0.96883,0.86014,2.0456e-51
TMEM87B,0.68068,1.4221,0.92441,0.88618,0.73198,3.741e-13
ANKRD45,0.59537,1.4939,0.80085,0.85664,0.54865,0.00058172
TWSG1,0.95091,1.5098,0.015027,0.76271,0.48996,0.0061123
DZIP1,0.95379,1.3852,0.52548,0.87747,0.77997,3.1283e-20
CD5,0.96163,1.4352,0.31541,0.84022,0.70225,2.3074e-10
TMEM38A,0.92882,1.4947,-0.76313,0.80088,0.54848,0.00058271
ZCWPW2,-0.906,1.4673,-0.8223,1.1951,0.63558,1.4095e-06
CLCA4,0.23088,1.4093,0.12085,0.97041,0.74702,6.9601e-15
NDUFS3,-0.01534,1.4951,-0.76708,1.0035,0.54841,0.00058312
ANXA1,0.049026,1.4555,0.22685,0.98999,0.65917,1.2009e-07
CACNG5,0.24072,1.5102,-0.1674,0.94952,0.48988,0.0061164
POLR3C,1.0206,1.4281,-1.3031,0.8332,0.721,5.0277e-12
ADAM7,-0.50503,1.3798,-0.14697,1.0712,0.778,1.1927000000000002e-19
GBP5,-0.30437,1.4367,-0.48775,1.049,0.69528,8.112e-10
COASY,0.10916,1.436,0.86945,0.98385,0.69541,8.0903e-10
G6PC3,0.69563,1.4681,-1.3722,0.85717,0.62297,4.7177e-06
STEAP4,0.84326,1.4541,0.26621,0.84844,0.65944,1.1959e-07
MED16,-1.6748,1.409,-9.4471,1.1943,0.74296,2.5908e-14
HMGN3,0.76131,1.5265,0.31866,0.70104,0.39914,0.057786
SDCBP,1.0446,1.4936,0.025916,0.77175,0.54872,0.00058136
TMEM86A,0.88369,1.5169,-0.40221,0.79183,0.45059,0.019183
FKBP6,0.6665,1.4635,0.77259,0.85985,0.63632,1.3955e-06
HAGH,-1.1186,1.4869,-1.9215,1.2286,0.57123,0.00017657
EXTL2,0.83097,1.4857,0.31489,0.8243,0.57149,0.00017608
IFI16,0.56563,1.4257,-0.20979,0.91857,0.71592,1.7803e-11
PBX4,0.66802,1.4757,0.64904,0.87384,0.59167,5.2605e-05
MST1,-0.53129,1.3824,-1.0464,1.0705,0.7748,4.7831e-19
SECTM1,0.35092,1.5245,-1.1598,0.91968,0.39958,0.057603
ZNF564,1.0783,1.5484,-0.59615,0.82271,0.21865,0.35507
BCKDHA,0.6842,1.44,0.071506,0.88669,0.67972,9.8243e-09
NOXA1,0.57823,1.4356,-0.02933,0.89893,0.68828,2.8065e-09
ALX3,0.44635,1.515,0.47475,0.90287,0.45102,0.019117
MKNK1,1.4388,1.4345,0.1546,0.75015,0.69568,8.0483e-10
AOC3,0.47122,1.4234,-1.8676,0.93778,0.71048,6.267e-11
CEACAM16,0.52419,1.4706,0.040337,0.91146,0.60852,1.5758e-05
SUGCT,0.53646,1.4367,-0.026648,0.90429,0.68809,2.8168e-09
RAB44,1.0193,1.4974,1.3335,0.7623,0.52294,0.0018825
THG1L,0.026602,1.4775,-0.58999,0.99426,0.5913,5.2821e-05
ALG12,-0.193,1.4481,-1.8748,1.0321,0.66055,1.1758e-07
PLBD2,1.1994,1.4175,1.5033,0.81337,0.71729,1.7226e-11
RTP4,0.29124,1.5607,1.7421,0.9285,0.0,0.59616
HEMK1,0.52753,1.4417,1.0001,0.89503,0.67096,3.3864e-08
ADPRHL2,0.34841,1.4885,-1.0707,0.93065,0.54981,0.00057514
KIAA1755,-0.32045,1.3852,-0.078492,1.0353,0.76515,2.8893e-17
S1PR5,1.453,1.5332,1.336,0.74912,0.32897,0.15713
GPR156,1.0386,1.4033,0.62832,0.86122,0.73018,1.25e-12
TRIM6-TRIM34,-0.60947,1.3668,0.73862,1.0813,0.77702,4.3078000000000004e-19
PRIM2,0.75528,1.4436,3.0009,0.82711,0.6614,1.1605e-07
SLC22A3,0.48519,1.4244,-0.35912,0.92153,0.69743,7.7723e-10
IFITM10,0.89868,1.5332,1.4887,0.76196,0.32896,0.15714
UBAP1L,0.7399,1.5002,0.87014,0.83212,0.49209,0.0060011
ADCY10,0.45524,1.2854,-0.38098,0.95539,0.84637,7.383400000000001e-41
CYP4V2,-0.12103,1.4218,0.91882,1.0197,0.70455,2.1975e-10
APOE,0.74028,1.4937,1.038,0.85917,0.52375,0.0018685
TMC3,0.5143,1.3534,0.33479,0.94178,0.79189,3.8941e-22
GOLM1,0.75757,1.4332,-0.1908,0.86019,0.68094,9.6171e-09
LRRC14,1.1632,1.4776,-2.4351,0.81593,0.57319,0.00017297
NOP9,0.44918,1.414,-0.17736,0.93376,0.71787,1.6985e-11
IL31RA,0.82382,1.3829,-0.40407,0.88399,0.75863,4.204e-16
KLK6,0.56686,1.5006,-0.74685,0.86563,0.49202,0.0060052
ABCA13,-1.5217,1.1093,-0.99767,1.0865,0.91534,8.7753e-114
AGBL3,1.9232,1.3819,2.2842,0.74481,0.75878,4.1796e-16
MIPEP,0.22156,1.3816,0.30016,0.96794,0.75516,1.5876e-15
GOLGA7B,1.0222,1.4993,-0.3836,0.72305,0.49231,0.00599
NKX2-6,0.26429,1.5082,1.7247,0.94375,0.45255,0.018885
PFKL,1.6801,1.3744,-0.27451,0.79059,0.76674,2.702e-17
POLR3H,0.13617,1.4989,-1.9337,0.96604,0.49239,0.0059858
BAIAP3,-0.85666,1.3096,-2.0135,1.0874,0.82673,4.3826e-32
DCK,1.0112,1.4624,-0.42167,0.7509,0.61018,1.545e-05
SLC25A40,0.90576,1.4437,-0.09774,0.8014,0.65129,3.9328e-07
CTSC,-0.14322,1.4389,-0.90911,1.0257,0.66227,1.1451e-07
UFM1,0.61692,1.5305,0.49074,0.74003,0.32955,0.15655
TTC33,0.14882,1.4838,-0.56678,0.9646,0.55083,0.00056941
LRRC37A2,-0.37641,1.4372,0.053488,1.0602,0.66259,1.1396e-07
ZNF562,0.095399,1.5172,-1.0185,0.98182,0.40123,0.056912
DIMT1,0.32042,1.4415,0.019246,0.93121,0.6517,3.9098e-07
RPL22,1.6703,1.5289,0.12945,0.44543,0.3299,0.15619
RBM45,1.6603,1.4111,0.96846,0.70915,0.70638,2.1132e-10
ELOVL3,0.74588,1.5069,0.33146,0.83149,0.45285,0.01884
TSSK3,0.010226,1.5183,0.2881,0.9977,0.40099,0.057013
ARSJ,1.6877,1.4349,-0.53448,0.73638,0.66303,1.1319e-07
SLC25A53,0.66753,1.5164,-0.35796,0.83125,0.40142,0.056834
SEMA3G,0.38033,1.3579,0.69033,0.95208,0.77234,6.2569e-18
PSMD5,0.28694,1.427,0.55891,0.9507,0.67366,3.2398e-08
TRIM34,-0.14452,1.4452,0.98703,1.0255,0.63986,1.3303e-06
ARL13B,-0.059241,1.4189,-0.27038,1.0111,0.69124,2.6559e-09
AAGAB,-0.87738,1.4374,-0.54638,1.1921,0.65248,3.8664e-07
CD99L2,-0.16613,1.4702,0.62615,1.0452,0.57474,0.00017021
CD2BP2,-0.55854,1.4554,-2.8826,1.1084,0.61158,1.5195e-05
BFSP2,0.29186,1.4244,0.9173,0.94827,0.67413,3.2152e-08
VRK2,-0.94935,1.3944,0.084534,1.1666,0.72116,1.5681e-11
TMEM62,1.1178,1.3969,0.83634,0.82689,0.72072,1.5846e-11
COL28A1,-0.87867,1.2896,-1.7877,1.0996,0.82913,3.6797e-32
TMCO5A,0.02248,1.448,-1.4051,0.99472,0.62694,4.4861e-06
